MIBiG name	MIBiG SMILES	MIBiG Inchikey	MIBiG BGC ID	NPAID	NPA name	Curated name	Curated SMILES	Curated Source Database ID	Curated doi	Curated origin	Notes
emericellamide B	CCCCCC[C@H](C)C[C@H](C)[C@@H]1[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O1)C)C)CC(C)C)C(C)C)C	MBENBNLUEFQFSL-BFKPYXRSSA-N	BGC0001290	NPA010689	Emericellamide B						
enterocin NKR-5-3B			BGC0001291								
A33853	C1=CC(=C(C(=C1)O)NC(=O)C2=C(C=CC=N2)O)C3=NC4=C(C=CC=C4O3)C(=O)O	LJVDLJDWXVPUAB-UHFFFAOYSA-N	BGC0001292								
cyclizidine	C/C(=C\[C@@H]1[C@H]([C@]([C@H]2N1CC[C@H]3[C@@H]2O3)(C)O)O)/C=C/C4CC4	WGALLPIJABPILU-QUOKYYOBSA-N	BGC0001293	NPA006699	Cyclizidine						
7-prenylisatin			BGC0001294	NPA014784	7-prenylisatin						
cremeomycin	COC1=C(C(=C(C=C1)C(=O)O)[O-])[N+]#N	IGWQRYHQYGPQLO-UHFFFAOYSA-N	BGC0001295	NPA006413	Cremeomycin						
streptazone E			BGC0001296	NPA005197	Streptazone E						
WS9326			BGC0001297								
4-Z-annimycin			BGC0001298								
chlorotonil	C[C@@H]1/C=C\C=C\[C@@H](OC(=O)[C@H](C(=O)C(C(=O)[C@@H]2[C@H]1C=C[C@H]3[C@H]2[C@@H](C=C(C3)C)C)(Cl)Cl)C)C	RQYZFUUTQJMTMJ-JCSZEPHKSA-N	BGC0001299	NPA005497	Chlorotonil A						
anthracimycin			BGC0001300	NPA000874	Anthracimycin						
lomofungin	COC(=O)C1=C2C(=C(C=C1)O)NC3=C(C(=CC(=O)C3=N2)O)C=O	IIWPVOMPFBBVBL-UHFFFAOYSA-N	BGC0001302								
lobosamide A			BGC0001303	NPA001294	Lobosamide A						
lobosamide B			BGC0001303	NPA015369	Lobosamide B						
lobosamide C			BGC0001303	NPA001511	Lobosamide C						
mirilactam A			XXXXXX	NPA018089	Mirilactam A						
mirilactam B			XXXXXX	NPA017261	Mirilactam B						
aflavarin	CC1=CC(=C(C2=C1C(=CC(=O)O2)OC)C3=C(C4=C(C=C(C=C4CO)OC)OC3=O)OC)OC	PQHCPIZEGQBDDY-UHFFFAOYSA-N	BGC0001304								
fujikurin A			BGC0001305								
fujikurin B			BGC0001305			fujikurin B	CCC(C)C(=C1C(=O)C(C(OC1=O)C)CO)O	132558392			
fujikurin C			BGC0001305			fujikurin C	CCC(C)C(=C1C(=O)C(C(OC1=O)C)C)O	132558393			
fujikurin D			BGC0001305	NPA004349	Fujikurin D						
asperipin 2a			BGC0001306								
chaxapeptin			BGC0001307								
simocyclinone D9			BGC0001308								
simocyclinone D10			BGC0001308								
simocyclinone D11			BGC0001308								
usnic acid			BGC0001309			usnic acid	CC1=C(C(=C2C(=C1O)C3(C(=CC(=O)C(C3=O)C(=O)C)O2)C)C(=O)C)O	5646			
naringenin	C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O	FTVWIRXFELQLPI-UHFFFAOYSA-N	BGC0001310								
FlvA2.a			BGC0001311								
viscosin	CCCCCCC[C@H](CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC1=O)C(C)C)CC(C)C)CO)CC(C)C)CO)[C@@H](C)CC)C)O	QYEWAEAWMXRMHB-YFTUCIGFSA-N	BGC0001312	NPA006108	Viscosin						
arabidiol-baruol			BGC0001313								
tirucalla	C[C@@H](CCC=C(C)C)[C@@H]1CC[C@]2([C@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C	DICCPNLDOZNSML-CEEMYSEHSA-N	BGC0001314								
cucurbitacin			BGC0001315								
linamarin			BGC0001316			linamarin	CC(C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O	11128			
lotaustralin			BGC0001316			lotaustralin	CC[C@](C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O	441467			
lupeol			BGC0001317			lupeol	CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C	259846			
alpha-tomatine			BGC0001319			alpha-tomatine	C[C@H]1CC[C@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@@H]6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)C)C)C)NC1	28523			
alpha-chaconine			BGC0001320			alpha-chaconine	C[C@H]1CC[C@@H]2[C@H]([C@H]3[C@@H](N2C1)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O)C)C)C	442971			
alpha-solanine			BGC0001320			alpha-solanine	C[C@H]1CC[C@@H]2[C@H]([C@H]3[C@@H](N2C1)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O)C)C)C	9549171			
monoterpenes-diterpenes			BGC0001321								
lycosantalonol	CC(=CCCC(C)(C(=O)CC[C@@]1(C2CC3C1(C3C2)C)C)O)C	QSUSRIKETCUEAR-RHAKXUACSA-N	BGC0001322								
noscapine	CN1CCC2=CC3=C(C(=C2[C@@H]1[C@@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3	AKNNEGZIBPJZJG-MSOLQXFVSA-N	BGC0001325								
Rakicidin A	CN(CC(N[C@@H]([C@@H](C(N)=O)O)C(OC([C@H](C)CCCCCCCCCCCC(C)C)[C@H](C)C(N1)=O)=O)=O)C(/C=C/C1=C)=O	NODOLTRBPIFGCQ-CEIJAINISA-N	BGC0001327	NPA019491	Rakicidin-A						
Rakicidin B	CN(CC(N[C@@H]([C@@H](C(N)=O)O)C(OC([C@H](C)CCCCCCCCCCCCC(C)C)[C@H](C)C(N1)=O)=O)=O)C(/C=C/C1=C)=O	AKYUFOZFLOQQQL-ATABALJVSA-N	BGC0001327	NPA012160	Rakicidin-B						
Rakicidin D	CN(CC(N[C@@H]([C@@H](C(N)=O)O)C(OC([C@H](C)CCCCCC)[C@H](C)C(N1)=O)=O)=O)C(/C=C/C1=C)=O	CIRMNTDTIYXVDA-HQWXCZLASA-N	BGC0001329								
BE-43547A1	CC1C(OC(=O)CN(C(=O)/C=C/C(=C)NC(=O)CNC(=O)C(C1=O)(C)O)C)CCCCCCCCCCC(C)C	YHMLVTRWZBFDAT-ISLYRVAYSA-N	BGC0001330								
BE-43547A2	O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCCC)[C@@H]1C)=O)=O)=C	JRGSONPJAHDIGK-WBPJKTCNSA-N	BGC0001330								
BE-43547B1	O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCC(C)CC)[C@@H]1C)=O)=O)=C	NAQRKUYGIYSJOC-FPCCGVNISA-N	BGC0001330								
BE-43547B2	O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCC(C)C)[C@@H]1C)=O)=O)=C	HQFFZMGHAJTRBU-SPRVDHHQSA-N	BGC0001330								
BE-43547B3	O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCCCC)[C@@H]1C)=O)=O)=C	IDDKYWGBXFPXSV-JLVGNTQSSA-N	BGC0001330								
BE-43547C1	O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCCCCC)[C@@H]1C)=O)=O)=C	VJBZHTGSHPYIDE-UFPUCTHCSA-N	BGC0001330								
BE-43547C2	O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCCC(C)C)[C@@H]1C)=O)=O)=C	KVYJAWXEQAHJFZ-QPODHFTFSA-N	BGC0001330								
microtermolide A			BGC0001332			microtermolide A	CCC[C@@H](C)[C@@H]1[C@H](C(=O)NC(=C)/C=C/C(=O)N[C@H](C(=O)N[C@@H](C(=O)O1)C(C)C)C)CCO	60149579			
BE-54017	CN1C2=C(C=C(C=C2)Cl)C3=C1C4=C(C5=CC=CC=C5N4[C@]6([C@@]3(C(=O)N(C6=O)C)O)O)OC	IZWAXTFKQJBRQO-PKTZIBPZSA-N	BGC0001333	NPA005807	BE-54017						
cladoniamide A	CN1C(=O)[C@@]2(C3=C(C4=C(C5=CC=CC=C5N4[C@@]2(C1=O)O)OC)NC6=C3C=C(C=C6)Cl)O	DHOZHQLTBYYIIG-YADHBBJMSA-N	BGC0001334	NPA011693	Caldoniamide A						
cladoniamide B	CN1C(=O)[C@@]2(C3=C(C4=C(C5=C(N4[C@@]2(C1=O)O)C=CC(=C5)Cl)OC)NC6=C3C=C(C=C6)Cl)O	BCFVHVKRKHBTGK-YADHBBJMSA-N	BGC0001334	NPA003322	Cladoniamide B						
cladoniamide C	CN1C(=O)[C@@]2(C3=C(C4=C(C5=CC=CC=C5N4[C@@]2(C1=O)O)OC)NC6=CC=CC=C63)O	TVJHJRXOIAMNSY-YADHBBJMSA-N	BGC0001334	NPA007636	Cladoniamide C7						
cladoniamide D	CNC(=O)[C@@]1(C(=O)C2=C(C3=C(C4=CC=CC=C4N31)OC)NC5=C2C=C(C=C5)Cl)O	DAWUJAMYFBLITO-OAQYLSRUSA-N	BGC0001334	NPA013171	Cladoniamide D						
cladoniamide E	CNC(=O)[C@@]1(C(=O)C2=C(C3=C(C4=C(N31)C=CC(=C4)Cl)OC)NC5=C2C=C(C=C5)Cl)O	YOJVEXXBEGGPCU-OAQYLSRUSA-N	BGC0001334	NPA002270	Cladoniamide E						
cladoniamide F	CNC(=O)[C@@]1(C2=C(C3=C(C4=CC=CC=C4N3C1=O)OC)NC5=C2C=C(C=C5)Cl)O	KKUHRVKGTKCZEO-OAQYLSRUSA-N	BGC0001334	NPA012664	Cladoniamide F						
cladoniamide G	CNC(=O)[C@@]1(C2=C(C3=C(C4=C(N3C1=O)C=CC(=C4)Cl)OC)NC5=C2C=C(C=C5)Cl)O	IHIARQAFKOOAQT-OAQYLSRUSA-N	BGC0001334	NPA018144	Cladoniamide G						
borregomycin A	O=C1[C@]2(OC)N3C(C4=C([C@]2(OC)C(N1C)=O)C5=CC=C(Cl)C=C5N4)(O)C(C6=CC=C(Cl)C=C63)=O	UFDOKWNWOJAMHK-OCESARCHSA-N	BGC0001335								
borregomycin B	CN1C(=O)C2(C3=C(C4=C(C2(C1=O)OC)C5=C(N4)C=C(C=C5)Cl)NC6=C3C=CC(=C6)Cl)OC	BWXHBPKKPBUIRE-UHFFFAOYSA-N	BGC0001335								
borregomycin C	CN1C(=O)C2(C3=C(C4=C(C2(C1=O)OC)C5=C(N4)C=C(C=C5)Cl)NC6=C3C=CC(=C6)Cl)O	AFSTYHWLXPLSTJ-UHFFFAOYSA-N	BGC0001335								
borregomycin D	CN1C(=O)C2(C3=C(C4=C(C2(C1=O)O)C5=C(N4)C=C(C=C5)Cl)NC6=C3C=CC(=C6)Cl)O	CKHKNMXVZGOUCL-UHFFFAOYSA-N	BGC0001335								
erdasporine A	O=C1C2=C(C(C(OC)=O)N1)C3=C(C4=C2C5=CC=CC=C5N4)NC6=CC=CC=C63	DOZODIABNANYHJ-UHFFFAOYSA-N	BGC0001336								
erdasporine B	COC(=O)C1=C2C(=CN1)C3=C(C4=C2C5=CC=CC=C5N4)NC6=CC=CC=C63	POAWNROCPSHGIZ-UHFFFAOYSA-N	BGC0001336								
erdasporine C	COC(=O)C1C2=C3C4=CC=CC=C4NC3=C5C(=C2C(=O)N1)C6=CC=CC=C6N5	DOZODIABNANYHJ-UHFFFAOYSA-N	BGC0001336								
lazarimide A	O=C1[C@@]2(O)N3C(C4=C([C@@]2(O)C(N1C)=O)C5=CC(Cl)=CC=C5N4)=C(OC)C6=CC(O)=C(Cl)C=C63	HDKBIBICKNYEQO-YADHBBJMSA-N	BGC0001337								
lazarimide B	COC1=C2N(C3=C1C=CC(Cl)=C3)[C@]1(O)C(=O)N(C)C(=O)[C@]1(O)C1=C2NC2=C1C=C(Cl)C=C2	LINRGYLZOCSTNP-YADHBBJMSA-N	BGC0001337								
lazarimide C	O[C@@]12C(=O)NC(=O)[C@]1(O)C1=C(NC3=C1C=C(Cl)C=C3)C1=C2C2=C(N1)C=C(Cl)C=C2	CIYVBJUTFIWZPB-VQTJNVASSA-N	BGC0001337								
Citrinin			BGC0001338	NPA014581	Citrinin						
Squalestatin S1			BGC0001339	NPA011630	Squalestatin S1						
byssochlamic acid	CCC[C@H]1CC2=C(C[C@H](CC3=C1C(=O)OC3=O)CC)C(=O)OC2=O	NRDWUPPIGBHWAS-ZJUUUORDSA-N	BGC0001340	NPA004332	Byssochlamic acid						
valinomycin	C[C@H]1C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O[C@H](C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O[C@H](C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O1)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C	FCFNRCROJUBPLU-DNDCDFAISA-N	BGC0001341	NPA006953	Valinomycin						
Cmc-thuggacin A	C/C=C(\C)/C=C(\C)/CC(C)C(C(C1C/C=C\C=C\C(CC(C(C2=NC(=CS2)/C=C(/C(=O)O1)\C)CO)O)O)O)O	GBRJANIUYQBMHM-IVQJDYIOSA-N	BGC0001342								
Cmc-thuggacin B	C/C=C(\C)/C=C(\C)/CC(C)C1C(C(C/C=C\C=C\C(CC(C(C2=NC(=CS2)/C=C(/C(=O)O1)\C)CO)O)O)O)O	HZVUHVJYPOXVRG-IVQJDYIOSA-N	BGC0001342								
aurachin A	CC1=[N+](C2=CC=CC=C2C3=C1OC(C3)C(C)(CC/C=C(\C)/CCC=C(C)C)O)[O-]	ZEUIHPOXFICJIT-LDADJPATSA-N	BGC0001343	NPA006692	Aurachin A						
aurachin D	CC1=C(C(=O)C2=CC=CC=C2N1)C/C=C(\C)/CC/C=C(\C)/CCC=C(C)C	JHMLNOXMSHURLQ-YEFHWUCQSA-N	BGC0001343	NPA019718	Aurachin D						
tubulysin A	CC[C@H](C)[C@@H](C(=O)N(COC(=O)CC(C)C)[C@H](C[C@H](C1=NC(=CS1)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C[C@H](C)C(=O)O)OC(=O)C)C(C)C)NC(=O)[C@H]3CCCCN3C	IBEDDHUHZBDXGB-OEJISELMSA-N	BGC0001344	NPA016692	Tubulysin A						
tubulysin B	CCCC(=O)OCN([C@H](C[C@H](C1=NC(=CS1)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C[C@H](C)C(=O)O)OC(=O)C)C(C)C)C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H]3CCCCN3C	HWCIETDQUHYHGQ-YHVCZDCZSA-N	BGC0001344	NPA019305	Tubulysin B						
tubulysin C	CC[C@H](C)[C@@H](C(=O)N(COC(=O)CC)[C@H](C[C@H](C1=NC(=CS1)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C[C@H](C)C(=O)O)OC(=O)C)C(C)C)NC(=O)[C@H]3CCCCN3C	NZCNGJHOIKMMCG-UZRVFEFTSA-N	BGC0001344	NPA009616	Tubulysin C						
tubulysin D	CC[C@H](C)[C@@H](C(=O)N(COC(=O)CC(C)C)[C@H](C[C@H](C1=NC(=CS1)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@H](C)C(=O)O)OC(=O)C)C(C)C)NC(=O)[C@H]3CCCCN3C	SAJNCFZAPSBQTQ-HZZFHOQESA-N	BGC0001344	NPA013309	Tubulysin D						
tubulysin E	CCCC(=O)OCN([C@H](C[C@H](C1=NC(=CS1)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@H](C)C(=O)O)OC(=O)C)C(C)C)C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H]3CCCCN3C	SEIXESXDPXDGRK-CAPJTEJHSA-N	BGC0001344	NPA015172	Tubulysin E						
tubulysin F	CC[C@H](C)[C@@H](C(=O)N(COC(=O)CC)[C@H](C[C@H](C1=NC(=CS1)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@H](C)C(=O)O)OC(=O)C)C(C)C)NC(=O)[C@H]3CCCCN3C	RWWMZVCEIUIEHQ-WIIAZBTESA-N	BGC0001344	NPA013163	Tubulysin F						
tubulysin G	CC[C@@H](C)[C@H](C(=O)N(COC(=O)CC(C)C)[C@@H](C[C@@H](C1=NC(=CS1)C(=O)N[C@H](CC2=CC=C(C=C2)O)C[C@H](C)C(=O)O)OC(=O)C)C(C)C)NC(=O)[C@H]3CCCCN3C	IBEDDHUHZBDXGB-IAAKOVDVSA-N	BGC0001344	NPA018484	Tubulysin G						
tubulysin H	CC[C@H](C)[C@@H](C(=O)N(COC(=O)C)[C@H](C[C@H](C1=NC(=CS1)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@H](C)C(=O)O)OC(=O)C)C(C)C)NC(=O)[C@H]3CCCCN3C	CYTBBNFQKZOQJE-YRKZXFTRSA-N	BGC0001344	NPA001723	Tubulysin H						
tubulysin I	CC[C@H](C)[C@@H](C(=O)N(COC(=O)C)[C@H](C[C@H](C1=NC(=CS1)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C[C@H](C)C(=O)O)OC(=O)C)C(C)C)NC(=O)[C@H]3CCCCN3C	ADNHOQYEDVQAGD-XYFJCUIBSA-N	BGC0001344	NPA011260	Tubulysin I						
myxochelin A	C1=CC(=C(C(=C1)O)O)C(=O)NCCCC[C@@H](CO)NC(=O)C2=C(C(=CC=C2)O)O	WNBVGSNESTZACV-LBPRGKRZSA-N	BGC0001345	NPA002219	Myxochelin A						
myxochelin B	C1=CC(=C(C(=C1)O)O)C(=O)NCCCC[C@@H](CN)NC(=O)C2=C(C(=CC=C2)O)O	QTARRKFUMCSVOF-LBPRGKRZSA-N	BGC0001345								
Bananamide 1	O=C(C(CC(C)C)NC(CC(O)CCCCCCCCC)=O)NC(CC(O)=O)C(NC(C(OC(C(CC(C)C)NC1=O)=O)C)C(NC(C(C)CC)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC1CC(C)C)=O)=O)=O)=O)=O	XESFGFJOLTYDKB-UHFFFAOYSA-N	BGC0001346								
Bananamide 2	O=C(C(CC(C)C)NC(CC(O)C/C=C/CCCCCC)=O)NC(CC(O)=O)C(NC(C(OC(C(CC(C)C)N1)=O)C)C(NC(C(C)CC)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CC(C)C)C1=O)=O)=O)=O)=O)=O	CRKNUILFYKYJPE-FMQUCBEESA-N	BGC0001346								
Bananamide 3	O=C(C(CC(C)C)NC(CC(O)CCCCCCC)=O)NC(CC(O)=O)C(NC(C(OC(C(CC(C)C)NC1=O)=O)C)C(NC(C(C)CC)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC1CC(C)C)=O)=O)=O)=O)=O	AWWVEZRMFWOMFU-UHFFFAOYSA-N	BGC0001346								
Poaeamide B	CCCCCCCC(CC(NC(CC(C)C)C(NC(CCC(O)=O)C(NC(C(NC(C(CC)C)C(NC(CC(C)C)C(NC(CO)C(NC(CC(C)C)C(NC(CC(C)C)C(NC(CO)C(NC1C(C)CC)=O)=O)=O)=O)=O)=O)=O)C(C)OC1=O)=O)=O)=O)O	HSTGPRBYUIRAIR-UHFFFAOYSA-N	BGC0001347								
JBIR-100	CC1C/C(=C/C=C\CC(OC(=O)/C(=C\C(=C\C(C1O)C)\C)/C)C(C)C(C(C)C2(CC(C(C(O2)C(C)C)C)OC(=O)/C=C/C(=O)O)O)O)/C	DQIWFSKTIQHZOM-LXTMCQRYSA-N	BGC0001348								
heronamide A	CCC/C=C/C=C/C[C@@H]1C[C@@H](C2N1C(=O)[C@H]/3[C@H]2/C(=C/[C@@H]4C=C[C@@H]([C@@H]([C@H]4/C(=C\C=C3)/C)O)O)/C)O	APYNVIXJDXCVNV-UAMRSGIDSA-N	BGC0001349	NPA002271	Heronamide A						
heronamide B	CCC/C=C/C=C/C[C@@H]1C[C@@H]2/C=C/C(=C\[C@@H]3C=C[C@@H]([C@@H]([C@H]3/C(=C/C=C/[C@H]2C(=O)N1)/C)O)O)/C	SBSRDDBYEIPHHD-IVCUCATHSA-N	BGC0001349								
heronamide C	CCC/C=C\C=C/C[C@H]1C/C=C\C=C(\C=C\C=C\[C@@H]([C@@H](/C=C(/C=C/C=C\C(=O)N1)\C)O)O)/C	QUZNSWBEDCHESP-PGAURXIQSA-N	BGC0001349	NPA002588	Heronamide C						
heronamide D	C/C=C/C=C/CC1C[C@@H](C2N1C(=O)C/3C2/C(=C/C4C=C[C@H]([C@H](C4/C(=C\C=C3)/C)O)O)/C)O	HFNMIOGEGCXSJX-CFARKNKGSA-N	BGC0001349	NPA011575	Heronamide D						
heronamide E	C/C=C/C=C/C[C@@H]1C[C@@H]2/C=C/C(=C/[C@H]3C=C[C@H]([C@H]([C@@H]3/C(=C/C=C/[C@H]2C(=O)N1)/C)O)O)/C	UIBDXMJAGQYGAG-NYBNEGNOSA-N	BGC0001349	NPA018373	Heronamide E						
heronamide F	C/C=C/C=C/C[C@@H]1C[C@@H]2/C=C/C(=C/[C@H]3C=C[C@H]([C@H]([C@@H]3/C(=C/C=C/[C@H]2C(=O)N1)/C)O)O)/C	UIBDXMJAGQYGAG-NYBNEGNOSA-N	BGC0001349	NPA006236	Heronamide F						
phormidolide	CCCCCCCCCCCCCCCC(=O)O[C@H](C[C@@H]([C@H](C)[C@@H](C[C@@H](C(C)(C)[C@@H](C/C(=C/[C@H]([C@@]1([C@H]2C[C@@H](O1)C/C(=C\C(=C)C[C@@H](C/C=C\C(=C/C(=O)O2)\C)O)/C)C)O)/C)O)O)O)O)CC(=C)/C(=C\Br)/OC	ZQZINNIFSWTJMU-YKOQERGNSA-N	BGC0001350	NPA004201	Phormidolide						
cahuitamycin A	[H]C(=O)N(O)CCC[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H]1COC(=N1)C1=CC=CC=C1O)C(=O)N1NCCC[C@@H]1C(=O)NCCC(O)=O	HAEVQUMQPJTONP-FUMNGEBKSA-N	BGC0001351								
cahuitamycin B	[H]C(=O)N(O)CCC[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)C1=CC=CC=C1O)C(=O)N1NCCC[C@@H]1C(=O)NCCC(O)=O	XGZZLYNXFASBPQ-FUMNGEBKSA-N	BGC0001351								
cahuitamycin C	[H]C(=O)N(O)CCC[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H]1COC(=N1)C1=C(C)C=CC=C1O)C(=O)N1NCCC[C@@H]1C(=O)NCCC(O)=O	CEBZKLPHLLOCLA-FUMNGEBKSA-N	BGC0001351								
Tu 3010	CCC1=C(O)[C@](CC(N)=O)(SC1=O)\C=C(/C)C=C	GNZUNOUXZMJOPW-CFNZNRNTSA-N	BGC0001352								
U-68204	CC[C@@]1(SC(=O)C(CC(N)=O)=C1O)\C=C(/C)C=C	UABLTRHPBMADHP-SBDDDAINSA-N	BGC0001354								
paeninodin			BGC0001356								
carbamidocyclophane A	C[C@H]1CCCCC(C2=C(C=C(C=C2O)[C@@H]([C@H](CCCCC(C3=C(C=C([C@@H]1OC(=O)N)C=C3O)O)CCCC(Cl)Cl)C)OC(=O)N)O)CCCC(Cl)Cl	KQQDTKLGLAIGOF-TXPPAELQSA-N	BGC0001357	NPA009092	Carbamidocyclophane A						
carbamidocyclophane B	C[C@H]1CCCCC(C2=C(C=C(C=C2O)[C@@H]([C@H](CCCCC(C3=C(C=C([C@@H]1OC(=O)N)C=C3O)O)CCCC(Cl)Cl)C)OC(=O)N)O)CCCCCl	PXEFELGJKKNAPC-BSSQUUOISA-N	BGC0001357	NPA003410	Carbamidocyclophane B						
carbamidocyclophane C	CCCCC1CCCC[C@@H]([C@H](C2=CC(=C(C(CCCC[C@@H]([C@H](C3=CC(=C1C(=C3)O)O)OC(=O)N)C)CCCC(Cl)Cl)C(=C2)O)O)OC(=O)N)C	GTNWJJTZQLWLEN-BSSQUUOISA-N	BGC0001357	NPA017958	Carbamidocyclophane C						
carbamidocyclophane D	CCCCC1CCCC[C@@H]([C@H](C2=CC(=C(C(CCCC[C@@H]([C@H](C3=CC(=C1C(=C3)O)O)OC(=O)N)C)CCCCCl)C(=C2)O)O)OC(=O)N)C	YSZWKXRRCFZDNI-MJVHAFATSA-N	BGC0001357	NPA017132	Carbamidocyclophane D						
carbamidocyclophane E	CCCCC1CCCC[C@@H]([C@H](C2=CC(=C(C(CCCC[C@@H]([C@H](C3=CC(=C1C(=C3)O)O)OC(=O)N)C)CCCC)C(=C2)O)O)OC(=O)N)C	MMNOSSIKVRRNRZ-MJVHAFATSA-N	BGC0001357	NPA016180	Carbamidocyclophane E						
carbamidocyclophane F	C[C@H]1CCCC[C@@H](C2=C(C=C(C=C2O)[C@@H]([C@H](CCCC[C@@H](C3=C(C=C([C@@H]1O)C=C3O)O)CCCC(Cl)Cl)C)OC(=O)N)O)CCCC(Cl)Cl	LOIXDLJXZACZEY-PLKRWIMUSA-N	BGC0001357	NPA006200	Carbamidocyclophane F						
carbamidocyclophane H	[H]C([H])CCC[C@H]1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C([C@@H](CCCC([H])[H])CCCC[C@H](C)[C@@H](O)C3=CC(O)=C1C(O)=C3)C(O)=C2	ZVBSXPFOVLVNGT-WDCWCBICSA-N	BGC0001357								
carbamidocyclophane M	[H]C([H])CCC[C@H]1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C([C@@H](CCCC([H])Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2	GMONSDQGAGUQRU-YXTQZPCGSA-N	BGC0001357								
carbamidocyclophane N	[H]C(Br)CCC[C@H]1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C([C@@H](CCCC([H])Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2	WRARFMLYIOUCLD-LHTGRSOQSA-N	BGC0001357								
